"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"420,Denzel Valentine\valende01,SG,23,CHI,34,455,7.6,.484,.716,.075,0.7,13.8,7.2,9.2,2.2,0.5,14.3,15.4,,-0.3,0.5,0.2,.026,,-2.4,-0.4,-2.9,-0.1"
"421,Fred VanVleet\vanvlfr01,PG,22,TOR,21,145,13.9,.456,.295,.180,2.3,12.6,7.4,18.6,3.5,0.6,5.7,21.4,,0.1,0.2,0.3,.089,,-0.8,-0.5,-1.3,0.0"
"422,Anderson Varejao\varejan01,C,34,GSW,14,92,9.4,.478,.000,.786,15.4,16.6,16.1,12.8,1.6,2.6,29.8,12.5,,0.0,0.1,0.2,.098,,-3.0,2.5,-0.5,0.0"
"423,Greivis Vasquez\vasqugr01,PG,30,BRK,3,39,4.1,.376,.375,.375,0.0,5.3,2.7,17.5,1.2,1.9,9.7,11.3,,0.0,0.0,0.0,-0.014,,-5.8,-1.9,-7.7,-0.1"
"424,Rashad Vaughn\vaughra01,SG,20,MIL,25,280,7.9,.459,.589,.021,0.4,11.3,6.0,5.1,2.2,1.6,6.8,16.5,,-0.2,0.2,0.0,-0.002,,-3.2,-1.7,-4.9,-0.2"
"425,Noah Vonleh\vonleno01,PF,21,POR,49,650,8.3,.463,.131,.294,11.1,23.8,17.3,2.4,1.1,2.1,18.8,14.4,,-0.4,0.6,0.1,.011,,-5.8,-1.1,-6.9,-0.8"
"426,Nikola Vucevic\vucevni01,C,26,ORL,57,1630,18.6,.498,.072,.167,8.2,31.0,19.3,17.1,1.7,2.8,10.7,24.7,,0.4,2.5,2.9,.085,,-1.7,2.6,0.9,1.2"
"427,Sasha Vujacic\vujacsa01,SG,32,NYK,29,231,8.8,.475,.569,.231,1.4,13.9,7.6,13.6,1.9,0.7,12.3,15.2,,0.0,0.1,0.2,.036,,-2.4,-1.5,-3.8,-0.1"
"428,Dwyane Wade\wadedw01,SG,35,CHI,50,1524,20.0,.512,.151,.299,3.9,12.7,8.2,23.3,2.6,1.9,10.4,29.9,,1.5,1.9,3.5,.109,,1.4,0.6,2.0,1.5"
"429,Dion Waiters\waitedi01,SG,25,MIA,36,1111,14.4,.502,.305,.186,1.5,11.0,6.2,23.8,1.5,1.3,12.5,26.3,,0.0,1.2,1.2,.052,,-0.3,-0.6,-0.8,0.3"
"430,Kemba Walker\walkeke02,PG,26,CHO,57,1962,20.8,.569,.384,.260,2.0,10.9,6.5,29.2,1.7,0.7,10.4,28.6,,3.8,2.0,5.9,.143,,4.9,-1.0,3.8,2.9"
"431,John Wall\walljo01,PG,26,WAS,54,1980,23.1,.539,.186,.351,2.6,11.1,6.9,46.6,2.8,1.4,16.8,30.6,,3.8,2.5,6.3,.153,,3.5,0.6,4.1,3.0"
"432,Taurean Waller-Prince\princta02,SF,22,ATL,35,396,9.2,.508,.368,.308,2.5,17.5,10.1,8.2,1.9,2.1,16.9,17.7,,-0.2,0.6,0.3,.041,,-4.7,0.8,-3.9,-0.2"
"433,T.J. Warren\warretj01,SF,23,PHO,45,1316,13.7,.507,.142,.187,6.1,9.1,7.6,5.3,1.9,1.2,5.8,19.5,,1.3,0.6,1.9,.069,,-0.7,-1.0,-1.7,0.1"
"434,C.J. Watson\watsocj01,PG,32,ORL,46,774,9.6,.522,.411,.317,1.4,8.3,4.7,15.6,2.1,0.1,14.9,13.8,,0.3,0.6,0.8,.052,,-2.5,-0.8,-3.3,-0.3"
"435,Briante Weber\weberbr01,PG,24,GSW,7,46,5.9,.392,.214,.214,0.0,8.9,4.8,13.7,3.1,1.7,16.4,17.1,,-0.1,0.1,0.0,-0.020,,-6.8,0.7,-6.1,0.0"
"436,David West\westda01,PF,36,GSW,44,508,16.6,.568,.028,.245,6.3,18.9,13.0,24.5,2.8,3.7,21.4,17.0,,0.6,1.1,1.7,.160,,-1.4,3.9,2.5,0.6"
"437,Russell Westbrook\westbru01,PG,28,OKC,58,2010,29.3,.542,.270,.441,5.8,27.7,16.8,56.4,2.3,0.8,16.2,41.6,,5.0,3.3,8.3,.199,,9.5,4.5,14.0,8.1"
"438,Okaro White\whiteok01,PF,24,MIA,16,249,9.9,.631,.476,.429,5.3,14.1,9.7,5.5,1.0,1.3,15.3,10.5,,0.3,0.3,0.6,.116,,-1.3,0.5,-0.9,0.1"
"439,Isaiah Whitehead\whiteis01,PG,21,BRK,50,1090,7.0,.473,.266,.191,1.7,10.1,5.9,20.4,1.2,1.6,21.5,18.9,,-1.5,0.5,-1.0,-0.046,,-5.0,-0.9,-5.9,-1.1"
"440,Hassan Whiteside\whiteha01,C,27,MIA,54,1773,21.3,.568,.000,.366,11.9,35.1,23.5,3.4,1.2,4.9,12.5,22.6,,2.1,3.7,5.8,.158,,-2.8,1.4,-1.3,0.3"
"441,Andrew Wiggins\wiggian01,SF,21,MIN,59,2195,17.0,.545,.192,.340,4.0,9.1,6.5,11.5,1.3,0.9,10.0,28.3,,2.8,0.8,3.6,.078,,0.7,-2.6,-2.0,0.0"
"442,C.J. Wilcox\wilcocj01,SG,26,ORL,17,78,4.7,.402,.684,.105,2.7,10.1,6.3,16.3,0.6,1.0,20.1,14.1,,-0.1,0.0,-0.1,-0.046,,-5.3,-1.9,-7.2,-0.1"
"443,Alan Williams\willial03,PF,24,PHO,24,179,20.9,.580,.000,.422,19.1,28.7,23.8,2.8,1.9,6.4,15.6,21.2,,0.3,0.3,0.5,.147,,-2.1,0.3,-1.8,0.0"
"444,Deron Williams\willide01,PG,32,DAL,40,1171,15.3,.532,.399,.185,1.2,9.4,5.1,40.0,1.1,0.2,16.5,23.8,,1.2,0.7,1.9,.077,,1.1,-2.4,-1.3,0.2"
"445,Derrick Williams\willide02,PF,25,TOT,31,518,11.2,.504,.349,.413,3.4,15.6,9.5,6.1,1.1,0.8,7.3,18.8,,0.2,0.5,0.7,.066,,-2.6,-1.6,-4.2,-0.3"
"445,Derrick Williams\willide02,PF,25,MIA,25,377,10.1,.465,.328,.365,4.6,16.6,10.6,5.6,1.2,1.0,8.1,20.4,,-0.1,0.4,0.3,.037,,-3.8,-1.4,-5.1,-0.3"
"445,Derrick Williams\willide02,PF,25,CLE,6,141,14.0,.644,.429,.600,0.0,12.9,6.6,7.2,0.7,0.0,4.3,14.4,,0.3,0.1,0.4,.145,,0.4,-2.1,-1.7,0.0"
"446,Lou Williams\willilo02,SG,30,TOT,60,1454,24.2,.612,.439,.466,1.1,9.2,5.0,22.7,2.3,0.6,11.8,30.5,,4.7,0.7,5.4,.178,,5.8,-3.2,2.5,1.7"
"446,Lou Williams\willilo02,SG,30,LAL,58,1403,24.0,.609,.431,.469,1.0,9.5,5.1,22.8,2.3,0.6,11.9,30.6,,4.4,0.7,5.1,.174,,5.6,-3.1,2.5,1.6"
"446,Lou Williams\willilo02,G,30,HOU,2,51,28.4,.691,.667,.407,2.2,2.2,2.2,20.2,2.8,0.0,8.6,29.1,,0.3,0.0,0.3,.291,,8.7,-5.4,3.3,0.1"
"447,Marvin Williams\willima02,PF,30,CHO,52,1499,12.6,.532,.513,.177,3.5,17.3,10.4,6.5,1.3,1.7,7.0,17.4,,0.9,1.8,2.7,.088,,-0.8,0.2,-0.6,0.5"
"448,Reggie Williams\willire02,SF,30,NOP,6,79,11.7,.518,.478,.304,2.6,5.4,4.0,7.3,1.9,0.0,0.0,14.6,,0.1,0.1,0.2,.095,,-0.9,-1.8,-2.7,0.0"
"449,Troy Williams\willitr02,SF,22,MEM,24,418,7.7,.477,.336,.205,1.6,10.6,6.0,7.3,3.0,2.1,16.9,17.3,,-0.6,0.6,0.1,.009,,-4.6,1.8,-2.8,-0.1"
"450,Kyle Wiltjer\wiltjky01,PF,24,HOU,9,29,4.4,.460,1.000,.200,11.5,15.3,13.4,0.0,0.0,2.8,21.6,20.4,,-0.1,0.0,0.0,-0.062,,-5.8,-6.4,-12.2,-0.1"
"451,Justise Winslow\winslju01,SF,20,MIA,18,625,8.2,.397,.155,.208,4.0,12.5,8.2,15.7,2.2,0.8,11.8,19.9,,-0.9,0.8,-0.2,-0.012,,-4.1,1.3,-2.7,-0.1"
"452,Jeff Withey\witheje01,C,26,UTA,32,252,17.9,.588,.019,.519,12.8,19.5,16.3,1.2,1.9,7.1,11.9,14.0,,0.5,0.6,1.0,.198,,-2.5,3.1,0.7,0.2"
"453,Christian Wood\woodch01,PF,21,CHO,4,26,16.2,.521,.500,1.000,12.5,28.8,20.7,5.5,0.0,6.6,10.4,16.5,,0.0,0.0,0.1,.162,,-2.8,0.9,-1.9,0.0"
"454,Metta World Peace\artesro01,SF,37,LAL,18,81,0.3,.286,.571,.286,3.9,8.3,6.0,8.5,1.8,2.0,8.7,18.2,,-0.3,0.0,-0.2,-0.130,,-6.7,-2.0,-8.7,-0.1"
"455,Brandan Wright\wrighbr03,PF,29,MEM,8,111,19.5,.573,.023,.205,9.9,10.5,10.2,1.7,1.4,5.2,5.9,20.8,,0.2,0.2,0.3,.147,,-1.7,-0.3,-2.0,0.0"
"456,Delon Wright\wrighde01,PG,24,TOR,3,49,14.6,.512,.167,.500,2.3,4.7,3.5,11.4,2.1,3.6,0.0,13.3,,0.1,0.0,0.1,.131,,-0.8,0.2,-0.6,0.0"
"457,James Young\youngja01,SG,21,BOS,21,166,13.3,.609,.511,.149,4.1,11.5,7.8,3.6,2.1,0.5,5.7,14.3,,0.3,0.1,0.4,.114,,-0.3,-1.7,-2.0,0.0"
"458,Joe Young\youngjo01,PG,24,IND,27,124,11.2,.426,.343,.194,0.9,11.5,6.3,18.3,1.6,0.0,5.2,27.7,,-0.2,0.1,-0.1,-0.032,,-3.2,-4.1,-7.3,-0.2"
"459,Nick Young\youngni01,SG,31,LAL,52,1372,14.8,.595,.656,.155,1.8,8.2,4.9,6.4,1.2,0.8,4.8,19.4,,2.9,0.3,3.2,.113,,3.1,-3.2,-0.1,0.7"
"460,Thaddeus Young\youngth01,PF,28,IND,51,1576,14.9,.575,.235,.133,5.6,16.3,11.0,8.4,2.9,1.4,13.3,16.4,,1.1,2.0,3.2,.096,,0.1,1.8,1.9,1.6"
"461,Cody Zeller\zelleco01,PF,24,CHO,39,1044,17.2,.621,.000,.473,9.3,16.7,13.0,8.7,1.4,3.4,12.6,16.6,,2.1,1.5,3.6,.167,,-0.2,2.2,2.0,1.1"
"462,Tyler Zeller\zellety01,C,27,BOS,35,413,13.6,.495,.008,.205,10.1,17.7,13.9,12.1,0.7,3.6,9.2,16.5,,0.4,0.4,0.8,.094,,-2.9,0.8,-2.1,0.0"
"463,Stephen Zimmerman\zimmest01,C,20,ORL,10,38,16.5,.446,.000,.077,11.3,35.5,23.1,8.4,1.3,2.1,0.0,15.7,,0.0,0.1,0.1,.111,,-4.3,0.4,-3.9,0.0"
"464,Paul Zipser\zipsepa01,SF,22,CHI,23,350,6.1,.466,.505,.275,2.4,13.9,8.1,4.0,1.0,1.1,13.6,14.7,,-0.2,0.3,0.1,.008,,-4.3,-1.1,-5.4,-0.3"
"465,Ivica Zubac\zubaciv01,C,19,LAL,24,331,16.4,.535,.000,.210,9.1,22.7,15.7,6.4,0.9,5.1,12.3,19.9,,0.2,0.3,0.5,.076,,-3.7,0.3,-3.4,-0.1"
