"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"203,Ersan Ilyasova\ilyaser01,PF,29,OKC,3,62,6.8,.469,.750,.000,3.6,24.7,14.2,2.3,2.4,1.3,20.0,13.7,,-0.1,0.1,0.0,.012,,-5.9,-0.4,-6.2,-0.1"
"203,Ersan Ilyasova\ilyaser01,PF,29,PHI,53,1447,15.5,.553,.460,.219,5.4,18.5,11.9,11.6,1.1,0.8,9.9,23.7,,1.4,1.4,2.8,.092,,1.0,-1.2,-0.2,0.7"
"203,Ersan Ilyasova\ilyaser01,F,29,ATL,2,41,7.8,.385,.188,.313,10.9,21.2,16.1,7.3,1.2,0.0,9.9,21.6,,-0.1,0.1,0.0,-0.014,,-6.4,-1.9,-8.3,-0.1"
"204,Joe Ingles\inglejo01,SF,29,UTA,58,1279,13.0,.622,.615,.163,1.1,13.5,7.5,16.5,2.8,0.3,17.2,13.7,,1.6,2.1,3.8,.142,,1.2,2.0,3.2,1.7"
"205,Brandon Ingram\ingrabr01,SF,19,LAL,59,1643,7.2,.449,.305,.333,2.7,13.6,7.9,10.1,0.8,1.2,12.5,15.6,,-1.0,0.5,-0.5,-0.015,,-3.7,-0.8,-4.5,-1.1"
"206,Kyrie Irving\irvinky01,PG,24,CLE,51,1790,22.0,.570,.316,.224,2.3,7.7,5.1,30.0,1.7,0.7,10.9,30.3,,4.8,1.3,6.1,.163,,4.3,-1.9,2.4,2.0"
"207,Jarrett Jack\jackja01,G,33,NOP,1,25,9.5,.773,.333,.667,0.0,0.0,0.0,22.4,2.0,0.0,34.0,10.4,,0.0,0.0,0.0,.090,,-4.4,-5.9,-10.3,-0.1"
"208,Demetrius Jackson\jacksde01,PG,22,BOS,5,17,31.2,.753,.250,1.500,13.2,13.2,13.2,28.0,0.0,0.0,0.0,17.5,,0.1,0.0,0.1,.387,,9.5,-3.0,6.5,0.0"
"209,Pierre Jackson\jackspi01,PG,25,DAL,8,84,13.3,.416,.282,.179,1.3,11.7,6.3,37.9,1.2,0.0,6.7,25.4,,0.0,0.1,0.0,.025,,-1.6,-2.7,-4.3,0.0"
"210,Reggie Jackson\jacksre01,PG,26,DET,37,1043,15.4,.520,.284,.226,1.6,7.2,4.3,31.2,1.4,0.2,14.1,26.4,,0.7,0.9,1.6,.075,,1.1,-1.9,-0.8,0.3"
"211,LeBron James\jamesle01,SF,32,CLE,53,1989,26.3,.616,.250,.387,3.5,19.0,11.5,41.9,1.8,1.3,17.1,29.5,,6.7,2.4,9.0,.217,,6.2,1.7,7.9,5.0"
"212,Al Jefferson\jeffeal01,C,32,IND,57,832,19.5,.534,.002,.188,9.2,23.3,16.4,11.3,1.0,1.6,5.8,26.0,,1.3,0.9,2.2,.125,,-1.0,-1.5,-2.5,-0.1"
"213,Richard Jefferson\jefferi01,SF,36,CLE,56,1106,7.6,.555,.534,.322,2.2,10.7,6.6,6.6,0.7,0.4,11.5,12.1,,0.8,0.6,1.4,.060,,-1.5,-1.0,-2.5,-0.1"
"214,John Jenkins\jenkijo01,SG,25,PHO,4,13,17.6,.595,.400,.400,0.0,8.8,4.3,11.7,0.0,0.0,0.0,19.1,,0.0,0.0,0.0,.172,,1.5,-5.5,-4.0,0.0"
"215,Brandon Jennings\jennibr01,PG,27,NYK,58,1428,12.6,.508,.466,.315,1.6,9.7,5.6,28.2,1.9,0.3,18.0,17.9,,0.9,0.6,1.5,.052,,-0.3,-2.2,-2.5,-0.2"
"216,Jonas Jerebko\jerebjo01,PF,29,BOS,57,950,9.3,.547,.498,.103,5.5,17.8,11.6,7.4,1.3,1.3,13.8,11.6,,0.6,0.9,1.4,.073,,-2.1,0.3,-1.7,0.1"
"217,Amir Johnson\johnsam01,PF,29,BOS,57,1123,15.1,.620,.167,.262,8.9,17.2,13.1,12.9,1.4,2.9,14.8,13.7,,2.2,1.2,3.4,.147,,0.1,1.8,1.9,1.1"
"218,Brice Johnson\johnsbr02,PF,22,LAC,1,3,-13.5,.000,.000,.000,37.8,36.0,36.9,0.0,0.0,0.0,50.0,29.7,,0.0,0.0,0.0,-0.583,,-26.0,-8.6,-34.6,0.0"
"219,James Johnson\johnsja01,PF,29,MIA,54,1426,16.4,.571,.346,.281,3.7,16.8,10.2,20.6,1.7,3.2,17.8,21.7,,1.1,2.2,3.3,.110,,0.3,2.2,2.5,1.6"
"220,Joe Johnson\johnsjo02,SF,35,UTA,57,1287,12.2,.544,.408,.126,2.1,12.9,7.7,12.3,0.9,0.6,10.2,18.0,,1.1,1.5,2.6,.097,,-0.4,-0.1,-0.5,0.5"
"221,Stanley Johnson\johnsst04,SF,20,DET,54,902,8.4,.476,.399,.179,2.9,12.3,7.5,10.8,2.0,1.7,16.1,14.2,,-0.5,1.2,0.7,.039,,-3.0,1.9,-1.1,0.2"
"222,Tyler Johnson\johnsty01,PG,24,MIA,51,1563,16.1,.530,.306,.315,2.4,12.7,7.5,16.7,1.9,1.8,7.2,20.4,,2.3,2.0,4.4,.134,,0.9,1.0,1.9,1.5"
"223,Wesley Johnson\johnswe01,SF,29,LAC,50,652,9.8,.469,.567,.104,4.3,22.0,13.4,4.5,2.1,3.1,8.0,12.7,,0.0,1.0,1.0,.073,,-2.7,2.0,-0.7,0.2"
"224,Nikola Jokic\jokicni01,C,21,DEN,51,1360,25.9,.637,.155,.270,12.8,24.4,18.5,26.8,1.4,2.4,14.5,22.8,,5.3,1.1,6.3,.223,,6.3,1.7,7.9,3.4"
"225,Damian Jones\jonesda03,C,21,GSW,8,45,5.9,.571,.000,.857,15.7,11.3,13.4,0.0,1.1,3.5,34.2,14.0,,0.0,0.1,0.0,.030,,-6.0,-1.8,-7.7,-0.1"
"226,Derrick Jones\jonesde02,SF,19,PHO,8,38,21.2,.751,.000,.300,8.5,6.0,7.3,12.6,0.0,2.1,8.1,13.7,,0.2,0.0,0.2,.207,,2.9,-2.3,0.5,0.0"
"227,James Jones\jonesja02,SF,36,CLE,37,265,14.5,.773,.754,.215,0.9,8.9,5.0,4.4,0.7,2.4,9.0,13.0,,0.7,0.2,0.9,.158,,2.2,-1.6,0.6,0.2"
"228,Terrence Jones\joneste01,PF,25,NOP,51,1264,16.3,.519,.154,.348,5.4,20.0,12.6,7.5,1.5,3.4,7.9,21.4,,0.5,1.8,2.3,.087,,-2.6,1.1,-1.5,0.2"
"229,Tyus Jones\jonesty01,PG,20,MIN,37,444,14.2,.543,.477,.271,1.8,8.2,5.0,27.1,2.9,0.4,14.9,14.0,,0.7,0.3,1.0,.111,,0.3,-1.8,-1.5,0.1"
"230,DeAndre Jordan\jordade01,C,28,LAC,58,1815,20.8,.662,.002,.723,12.7,34.8,24.0,5.7,1.0,4.3,14.6,15.3,,4.4,3.3,7.7,.204,,0.3,3.0,3.3,2.4"
"231,Cory Joseph\josepco01,SG,25,TOR,56,1279,13.1,.511,.167,.216,2.8,10.3,6.5,18.3,1.7,0.3,11.0,18.4,,1.2,0.9,2.1,.079,,-0.6,-1.0,-1.7,0.1"
"232,Frank Kaminsky\kaminfr01,C,23,CHO,56,1428,13.0,.492,.428,.181,3.5,16.2,9.9,13.4,1.5,1.6,8.0,21.5,,0.1,1.8,1.8,.061,,-1.0,0.1,-1.0,0.4"
"233,Enes Kanter\kanteen01,C,24,OKC,48,1034,23.8,.606,.066,.373,13.5,20.7,17.1,8.6,1.0,2.4,12.5,26.4,,2.8,1.3,4.1,.189,,0.9,-1.3,-0.5,0.4"
"234,Ryan Kelly\kellyry01,PF,25,ATL,9,47,12.1,.460,.500,.200,0.0,23.1,11.7,14.7,4.2,3.6,15.5,12.0,,0.0,0.1,0.1,.100,,-4.4,5.0,0.6,0.0"
"235,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,57,1700,13.4,.508,.020,.320,7.5,20.2,13.9,7.2,1.5,3.0,7.7,14.4,,1.5,2.5,4.0,.114,,-2.6,2.6,0.1,0.9"
"236,Sean Kilpatrick\kilpase01,SG,27,BRK,57,1477,12.2,.539,.411,.313,1.3,15.1,8.3,14.4,1.3,0.3,15.0,24.0,,-0.2,0.7,0.4,.014,,-1.8,-1.7,-3.5,-0.6"
"237,Brandon Knight\knighbr03,SG,25,PHO,54,1140,12.6,.502,.265,.293,2.3,9.6,5.8,18.0,1.1,0.4,12.9,25.2,,0.2,0.2,0.5,.019,,-1.5,-3.0,-4.5,-0.7"
"238,Kyle Korver\korveky01,SG,35,TOT,53,1435,12.4,.643,.674,.085,0.6,11.0,5.9,10.0,1.1,1.0,12.5,14.9,,1.9,1.2,3.1,.104,,0.8,-0.6,0.2,0.8"
"238,Kyle Korver\korveky01,SG,35,ATL,32,894,11.0,.594,.649,.110,0.1,10.8,5.5,12.5,1.2,1.2,13.5,14.6,,0.7,0.9,1.6,.085,,-0.4,-0.1,-0.5,0.3"
"238,Kyle Korver\korveky01,SG,35,CLE,21,541,14.8,.717,.711,.048,1.3,11.3,6.4,5.9,0.9,0.7,11.0,15.5,,1.2,0.3,1.5,.135,,2.8,-1.6,1.2,0.4"
"239,Kosta Koufos\koufoko01,C,27,SAC,59,1131,13.9,.582,.003,.178,9.8,23.1,16.4,5.1,1.4,3.2,14.1,14.4,,1.1,1.2,2.3,.098,,-2.5,0.8,-1.7,0.1"
"240,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,49,715,12.0,.523,.478,.174,4.8,8.5,6.6,10.1,1.7,1.0,11.4,18.4,,0.5,0.3,0.8,.052,,-0.3,-2.1,-2.4,-0.1"
"241,Skal Labissiere\labissk01,PF,20,SAC,10,89,19.5,.560,.033,.433,15.7,20.9,18.3,7.5,2.3,0.0,12.3,20.7,,0.2,0.1,0.3,.136,,-0.8,-1.8,-2.6,0.0"
"242,Jeremy Lamb\lambje01,SG,24,CHO,38,652,16.1,.525,.312,.281,3.0,24.3,13.7,11.2,1.0,1.7,6.2,24.2,,0.5,0.9,1.4,.103,,-1.5,-0.9,-2.4,-0.1"
"243,Nicolas Laprovittola\laproni01,PG,27,SAS,18,174,8.4,.579,.574,.191,0.7,5.7,3.3,22.8,1.2,0.5,27.2,18.2,,0.0,0.2,0.2,.043,,-2.3,-2.5,-4.9,-0.1"
"244,Joffrey Lauvergne\lauvejo01,C,25,TOT,51,741,12.8,.529,.318,.237,7.6,19.6,13.7,10.4,1.1,0.6,12.6,17.8,,0.6,0.8,1.4,.091,,-2.0,-1.1,-3.1,-0.2"
"244,Joffrey Lauvergne\lauvejo01,C,25,OKC,50,739,12.9,.531,.320,.238,7.6,19.5,13.6,10.4,1.1,0.6,12.6,17.7,,0.6,0.8,1.4,.092,,-1.9,-1.1,-3.0,-0.2"
"244,Joffrey Lauvergne\lauvejo01,C-F,25,CHI,1,2,-23.3,.000,.000,.000,0.0,55.2,27.1,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.415,,-27.1,-8.5,-35.6,0.0"
"245,Zach LaVine\lavinza01,SG,21,MIN,47,1749,14.7,.576,.437,.197,1.2,9.6,5.3,12.8,1.2,0.5,9.9,21.7,,2.7,0.6,3.2,.088,,2.2,-2.3,-0.1,0.8"
"246,Ty Lawson\lawsoty01,PG,29,SAC,53,1307,14.0,.526,.247,.342,3.4,9.2,6.3,28.2,2.3,0.4,17.7,18.8,,1.0,0.8,1.9,.069,,-0.6,-1.3,-1.9,0.0"
"247,Jake Layman\laymaja01,SF,22,POR,25,155,7.2,.454,.684,.228,1.4,8.7,5.0,6.6,1.9,1.0,8.7,19.4,,-0.1,0.1,-0.1,-0.018,,-2.9,-3.1,-6.0,-0.2"
"248,Courtney Lee\leeco01,SG,31,NYK,54,1691,11.9,.565,.406,.109,2.5,8.8,5.7,9.7,1.4,0.8,7.4,13.6,,2.4,0.5,2.9,.082,,0.8,-0.9,-0.1,0.8"
"249,David Lee\leeda02,PF,33,SAS,56,1034,18.7,.614,.000,.282,11.3,22.6,17.1,13.4,1.1,1.9,14.3,17.1,,2.4,1.7,4.1,.190,,0.9,2.2,3.1,1.3"
"250,Alex Len\lenal01,C,23,PHO,55,1096,14.1,.551,.016,.435,10.2,25.9,17.8,4.2,0.8,5.3,16.7,17.2,,0.7,1.1,1.8,.080,,-3.6,1.2,-2.5,-0.1"
"251,Kawhi Leonard\leonaka01,SF,25,SAS,52,1741,28.0,.617,.288,.421,4.1,15.4,9.9,17.9,2.7,1.7,9.1,31.0,,6.6,3.2,9.9,.272,,6.5,1.2,7.8,4.3"
"252,Meyers Leonard\leoname01,PF,24,POR,49,795,8.3,.491,.576,.115,2.7,19.4,11.0,7.7,0.4,2.0,8.6,16.6,,0.0,0.4,0.5,.028,,-2.6,-1.7,-4.3,-0.5"
"253,Jon Leuer\leuerjo01,PF,27,DET,52,1420,15.7,.588,.276,.186,5.4,18.2,11.7,9.5,0.8,1.2,8.7,17.0,,2.7,1.5,4.2,.142,,0.9,0.8,1.7,1.3"
"254,Caris LeVert\leverca01,SF,22,BRK,33,669,11.0,.531,.531,.260,1.8,12.6,7.2,13.8,2.2,0.6,13.8,16.2,,0.1,0.4,0.6,.042,,-1.5,-0.3,-1.9,0.0"
"255,DeAndre Liggins\liggide01,SG,28,CLE,47,653,7.9,.498,.370,.261,2.1,10.5,6.4,9.4,3.0,1.7,19.4,11.1,,-0.2,0.8,0.7,.048,,-3.1,2.2,-0.9,0.2"
"256,Damian Lillard\lillada01,PG,26,POR,52,1864,22.2,.573,.375,.366,2.0,13.2,7.5,27.7,1.0,0.7,10.3,30.7,,5.3,0.7,5.9,.152,,5.2,-2.4,2.8,2.2"
"257,Jeremy Lin\linje01,PG,28,BRK,14,330,19.6,.569,.366,.303,0.6,12.3,6.5,40.0,2.4,1.6,17.4,25.2,,0.4,0.3,0.7,.102,,1.7,-1.1,0.6,0.2"
"258,Shaun Livingston\livinsh01,PG,31,GSW,53,918,10.0,.573,.004,.178,2.4,9.2,6.1,12.8,1.2,1.0,15.1,13.4,,0.7,1.0,1.7,.088,,-2.5,0.1,-2.4,-0.1"
"259,Kevon Looney\looneke01,C,20,GSW,44,402,14.4,.606,.090,.360,10.6,18.8,15.0,8.0,1.5,3.1,11.2,12.4,,0.8,0.7,1.5,.181,,-0.5,1.9,1.4,0.3"
"260,Brook Lopez\lopezbr01,C,28,BRK,53,1567,20.8,.576,.330,.325,5.6,12.5,9.1,16.2,0.9,4.5,11.9,29.1,,2.4,1.0,3.4,.105,,2.1,-0.2,1.9,1.5"
"261,Robin Lopez\lopezro01,C,28,CHI,59,1651,15.0,.511,.002,.142,12.7,13.7,13.2,5.3,0.3,4.3,9.4,16.8,,1.7,1.6,3.3,.096,,-1.4,0.8,-0.6,0.6"
"262,Kevin Love\loveke01,PF,28,CLE,46,1466,22.0,.582,.455,.366,8.9,28.8,19.1,9.6,1.4,0.9,11.0,26.6,,3.5,2.0,5.6,.182,,2.3,-0.8,1.5,1.3"
"263,Kyle Lowry\lowryky01,PG,30,TOR,56,2111,23.0,.624,.510,.395,2.5,11.9,7.1,29.1,1.9,0.7,13.4,24.9,,7.7,1.7,9.4,.214,,7.4,-0.9,6.4,4.5"
"264,John Lucas III\lucasjo02,PG,34,MIN,5,11,9.2,.250,.250,.000,0.0,0.0,0.0,12.6,9.2,0.0,0.0,16.1,,0.0,0.0,0.0,-0.028,,-6.0,0.5,-5.5,0.0"
"265,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,45,523,6.0,.519,.362,.442,2.3,10.7,6.5,9.5,0.9,0.9,18.7,16.9,,-0.3,0.4,0.0,.004,,-4.7,-1.3,-6.0,-0.5"
"266,Trey Lyles\lylestr01,PF,21,UTA,57,1043,11.3,.481,.474,.178,5.0,18.0,11.7,10.3,1.3,1.3,11.9,22.0,,-0.4,1.6,1.1,.052,,-2.1,0.2,-1.9,0.0"
"267,Shelvin Mack\macksh01,PG,26,UTA,46,983,10.1,.509,.317,.172,1.9,9.7,5.9,21.5,1.9,0.1,19.6,19.8,,-0.4,1.3,0.8,.041,,-2.2,0.1,-2.2,0.0"
"268,Ian Mahinmi\mahinia01,C,30,WAS,6,75,2.7,.432,.000,2.000,3.1,20.8,12.0,0.0,2.0,3.4,25.0,11.7,,-0.1,0.1,0.0,-0.020,,-9.4,-0.1,-9.5,-0.1"
"269,Thon Maker\makerth01,PF,19,MIL,31,232,16.0,.621,.434,.329,7.6,18.0,12.9,2.6,1.3,3.8,8.4,18.4,,0.4,0.2,0.7,.139,,0.1,-2.2,-2.2,0.0"
"270,Boban Marjanovic\marjabo01,C,28,DET,23,159,24.8,.532,.000,.397,20.5,32.1,26.1,5.1,0.6,4.2,8.1,24.4,,0.4,0.3,0.7,.200,,-1.4,-0.7,-2.1,0.0"
"271,Jarell Martin\martija01,PF,22,MEM,40,538,7.8,.469,.181,.333,7.6,25.7,16.4,2.0,1.4,1.4,14.1,16.1,,-0.3,0.8,0.6,.050,,-6.3,-0.6,-6.9,-0.7"
"272,Wesley Matthews\matthwe02,SG,30,DAL,55,1941,13.0,.547,.561,.213,0.7,11.8,6.0,11.8,1.6,0.6,8.7,20.3,,1.4,1.7,3.1,.076,,0.8,-0.2,0.6,1.3"
"273,Luc Mbah a Moute\mbahalu01,PF,30,LAC,56,1249,9.8,.566,.307,.242,3.5,8.1,5.8,2.5,2.3,1.8,10.7,11.7,,0.7,1.3,2.0,.078,,-1.1,1.5,0.3,0.7"
"274,James Michael McAdoo\mcadoja01,PF,24,GSW,31,288,12.2,.576,.042,.250,6.6,11.3,9.1,5.5,1.3,4.7,13.1,13.7,,0.2,0.4,0.6,.106,,-2.7,1.8,-0.9,0.1"
"275,Patrick McCaw\mccawpa01,SG,21,GSW,48,607,8.0,.526,.578,.136,1.9,7.1,4.7,9.2,1.3,1.6,12.4,12.6,,0.2,0.6,0.8,.063,,-1.8,-0.4,-2.2,0.0"
"276,Sheldon McClellan\mcclesh01,SG,24,WAS,25,248,9.9,.492,.406,.328,1.8,11.7,6.8,8.0,1.6,0.7,3.9,13.5,,0.2,0.2,0.4,.083,,-2.3,-1.0,-3.2,-0.1"
"277,C.J. McCollum\mccolcj01,SG,25,POR,57,1972,20.4,.590,.328,.211,2.6,9.2,5.8,18.8,1.5,1.4,10.6,28.1,,4.3,0.9,5.2,.127,,3.8,-2.2,1.6,1.8"
"278,T.J. McConnell\mccontj01,PG,24,PHI,57,1432,13.4,.507,.102,.159,1.9,11.4,6.6,37.3,2.9,0.4,22.4,14.0,,1.0,1.7,2.6,.088,,-2.2,0.1,-2.1,0.0"
"279,Chris McCullough\mcculch01,PF,21,BRK,14,72,16.8,.541,.194,.097,13.3,11.6,12.4,4.9,0.7,2.1,5.8,20.3,,0.1,0.0,0.1,.090,,-0.9,-3.0,-4.0,0.0"
"280,K.J. McDaniels\mcdankj01,SF,23,TOT,30,214,10.0,.552,.397,.147,3.1,12.4,7.8,2.7,1.4,3.0,12.1,16.4,,0.0,0.2,0.3,.058,,-3.7,-1.1,-4.8,-0.1"
"280,K.J. McDaniels\mcdankj01,SF,23,HOU,29,212,10.0,.552,.397,.147,3.1,12.5,7.8,2.7,1.4,3.1,12.1,16.5,,0.0,0.2,0.3,.059,,-3.7,-1.1,-4.8,-0.1"
"280,K.J. McDaniels\mcdankj01,G-F,23,BRK,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.019,,-6.7,-0.1,-6.9,0.0"
"281,Doug McDermott\mcderdo01,SF,25,TOT,45,1097,11.4,.553,.396,.181,1.6,11.9,6.6,6.4,0.5,0.3,7.6,17.7,,1.2,0.6,1.8,.080,,-0.8,-2.4,-3.2,-0.3"
"281,Doug McDermott\mcderdo01,SF,25,CHI,44,1078,11.5,.555,.399,.180,1.4,11.9,6.5,6.5,0.5,0.3,7.4,17.5,,1.2,0.6,1.8,.082,,-0.7,-2.3,-2.9,-0.2"
"281,Doug McDermott\mcderdo01,F,25,OKC,1,19,6.3,.450,.250,.250,11.6,11.5,11.6,0.0,0.0,0.0,18.4,24.3,,0.0,0.0,0.0,-0.072,,-8.9,-8.1,-17.0,-0.1"
"282,JaVale McGee\mcgeeja01,C,29,GSW,53,511,23.2,.642,.018,.330,14.5,20.6,17.8,3.8,1.1,5.6,11.2,24.0,,1.1,1.0,2.1,.197,,-0.4,-0.4,-0.7,0.2"
"283,Rodney McGruder\mcgruro01,SG,25,MIA,55,1430,9.1,.508,.475,.164,5.4,8.9,7.1,8.0,1.3,0.7,9.4,11.9,,1.0,1.3,2.3,.076,,-0.8,0.6,-0.1,0.7"
"284,Ben McLemore\mclembe01,SG,23,SAC,44,809,8.9,.526,.435,.159,1.9,7.9,4.9,7.0,1.4,0.6,11.6,18.3,,-0.1,0.3,0.2,.012,,-2.3,-2.6,-4.9,-0.6"
"285,Jordan McRae\mcraejo01,SG,25,CLE,37,384,9.7,.488,.340,.227,1.8,9.5,5.7,7.4,1.0,1.2,7.8,20.5,,0.0,0.2,0.2,.029,,-3.6,-2.5,-6.1,-0.4"
"286,Josh McRoberts\mcrobjo01,PF,29,MIA,22,381,9.8,.439,.263,.076,6.6,14.7,10.6,19.1,1.3,0.8,15.9,16.9,,-0.2,0.4,0.3,.034,,-2.9,0.6,-2.3,0.0"
"287,Jodie Meeks\meeksjo01,SG,29,ORL,24,520,13.5,.574,.530,.250,0.6,11.0,5.7,10.9,2.7,0.3,11.4,18.0,,0.5,0.5,1.0,.089,,-0.1,-0.5,-0.7,0.2"
"288,Salah Mejri\mejrisa01,C,30,DAL,52,692,14.5,.679,.022,.396,11.6,29.2,19.9,2.2,2.0,6.6,23.0,9.5,,0.9,1.4,2.3,.162,,-3.7,4.4,0.8,0.5"
"289,Jordan Mickey\mickejo01,PF,22,BOS,17,116,10.8,.509,.034,.345,11.6,15.5,13.6,6.3,0.9,2.1,17.3,15.6,,0.0,0.1,0.1,.050,,-4.3,-0.6,-4.9,-0.1"
"290,Khris Middleton\middlkh01,SG,25,MIL,5,103,17.9,.531,.146,.390,1.1,10.9,6.1,26.8,2.9,0.9,7.7,22.7,,0.2,0.1,0.3,.147,,0.4,-1.7,-1.3,0.0"
"291,C.J. Miles\milescj01,SF,29,IND,53,1225,13.9,.598,.622,.143,1.5,12.8,7.2,3.8,1.4,1.6,5.8,18.4,,1.7,1.0,2.7,.105,,1.4,-1.9,-0.5,0.5"
"292,Mike Miller\millemi01,SF,36,DEN,15,83,8.4,.672,.857,.143,2.6,24.4,13.4,18.7,0.6,0.0,37.7,12.1,,0.0,0.0,0.0,.022,,-2.4,-1.5,-3.9,0.0"
"293,Patty Mills\millspa02,PG,28,SAS,56,1191,15.9,.589,.539,.135,1.8,7.7,4.8,23.4,2.0,0.0,13.6,20.4,,2.1,1.5,3.6,.144,,2.9,-1.3,1.5,1.1"
"294,Paul Millsap\millspa01,PF,31,ATL,55,1868,18.2,.538,.258,.398,5.4,19.6,12.6,17.8,2.1,2.3,11.6,24.2,,2.2,3.0,5.2,.133,,0.7,2.3,3.0,2.3"
"295,Nikola Mirotic\mirotni01,PF,25,CHI,50,1144,12.8,.517,.601,.230,3.5,22.0,12.6,6.0,1.6,2.6,11.1,19.3,,0.3,1.6,1.9,.079,,-1.3,0.1,-1.2,0.2"
"296,Greg Monroe\monrogr01,C,26,MIL,55,1199,22.0,.574,.004,.359,10.8,24.6,17.8,16.2,2.9,1.9,13.7,23.9,,2.2,1.8,4.0,.158,,0.8,1.6,2.4,1.3"
"297,E'Twaun Moore\mooreet01,SG,27,NOP,52,1282,12.2,.537,.336,.105,2.2,7.3,4.7,14.2,1.4,1.5,9.4,17.9,,0.7,1.0,1.7,.065,,-0.9,-0.6,-1.5,0.2"
"298,Marcus Morris\morrima03,SF,27,DET,57,1886,12.9,.515,.363,.173,3.0,13.1,7.9,9.5,1.2,0.7,7.3,20.0,,1.3,1.9,3.1,.080,,0.0,0.1,0.2,1.0"
"299,Markieff Morris\morrima02,PF,27,WAS,54,1727,14.4,.544,.223,.267,5.4,18.6,12.1,8.2,1.8,1.5,12.3,21.4,,1.2,2.2,3.4,.095,,-1.2,0.4,-0.8,0.5"
"300,Anthony Morrow\morroan01,SG,31,OKC,40,627,9.1,.493,.536,.117,1.9,3.1,2.5,4.5,1.6,0.3,2.9,16.3,,0.4,0.4,0.8,.065,,-1.8,-3.0,-4.8,-0.4"
"301,Donatas Motiejunas\motiedo01,PF,26,NOP,21,328,10.1,.536,.370,.370,5.4,17.5,11.4,12.6,1.8,1.8,21.0,16.1,,-0.1,0.4,0.3,.046,,-3.2,1.4,-1.8,0.0"
"302,Timofey Mozgov\mozgoti01,C,30,LAL,53,1089,12.2,.548,.003,.234,9.9,16.2,12.9,5.9,0.7,2.2,16.3,16.8,,0.6,0.5,1.1,.048,,-2.8,-0.8,-3.6,-0.5"
"303,Emmanuel Mudiay\mudiaem01,PG,20,DEN,45,1242,10.3,.472,.327,.296,2.3,11.8,7.0,21.4,1.5,0.7,16.7,22.4,,-0.5,0.4,-0.1,-0.004,,-2.1,-1.7,-3.8,-0.6"
"304,Shabazz Muhammad\muhamsh01,SF,24,MIN,55,1069,14.3,.569,.260,.316,5.9,11.2,8.5,3.7,0.7,0.3,7.4,20.2,,1.8,0.2,2.1,.092,,-0.3,-3.9,-4.2,-0.6"
"305,Dejounte Murray\murrade01,PG,20,SAS,32,243,9.9,.519,.196,.258,2.4,11.8,7.2,19.9,1.0,1.4,22.3,25.8,,-0.3,0.3,0.0,-0.007,,-4.7,-1.0,-5.7,-0.2"
"306,Jamal Murray\murraja01,SG,19,DEN,58,1160,10.7,.499,.481,.177,3.1,10.8,6.9,12.6,1.2,1.3,12.7,21.1,,0.2,0.3,0.5,.020,,-1.1,-2.3,-3.4,-0.4"
"307,Mike Muscala\muscami01,C,25,ATL,52,1006,14.8,.598,.317,.216,7.0,14.0,10.5,10.9,1.2,2.9,12.6,15.2,,1.5,1.3,2.8,.132,,-0.2,1.4,1.2,0.8"
"308,Larry Nance Jr.\nancela02,PF,24,LAL,40,895,15.9,.584,.061,.220,8.6,19.1,13.7,10.2,2.7,2.5,13.6,12.9,,1.3,0.9,2.3,.123,,-0.3,2.4,2.1,0.9"
"309,Shabazz Napier\napiesh01,PG,25,POR,33,272,13.6,.526,.596,.240,1.2,11.1,6.1,19.5,3.5,0.3,16.1,22.1,,0.0,0.2,0.3,.045,,-0.5,-1.6,-2.1,0.0"
"310,Maurice Ndour\ndourma01,PF,24,NYK,21,145,11.2,.518,.125,.250,6.6,14.0,10.3,1.0,2.7,1.1,10.1,14.6,,0.1,0.1,0.2,.067,,-3.7,-1.7,-5.4,-0.1"
"311,Gary Neal\nealga01,SG,32,ATL,2,18,-4.3,.228,.286,.571,0.0,6.0,3.1,7.0,0.0,0.0,0.0,21.3,,-0.1,0.0,-0.1,-0.194,,-11.7,-4.9,-16.6,-0.1"
"312,Jameer Nelson\nelsoja01,PG,34,DEN,58,1525,11.6,.542,.438,.096,1.6,8.7,5.1,26.9,1.3,0.3,17.1,16.3,,1.7,0.3,2.0,.063,,0.4,-2.7,-2.3,-0.1"
"313,Raul Neto\netora01,PG,24,UTA,29,213,9.7,.527,.356,.068,0.6,10.0,5.4,14.9,3.0,0.0,15.3,15.8,,0.0,0.3,0.4,.080,,-2.3,0.7,-1.6,0.0"
"314,Georges Niang\niangge01,PF,23,IND,22,90,0.0,.285,.333,.056,2.5,17.1,10.0,7.8,1.7,0.0,11.9,20.8,,-0.4,0.1,-0.3,-0.181,,-9.8,-2.3,-12.1,-0.2"
